The Best Man,1999,Malcolm D. Lee,Harold Perrineau,Sanaa Lathan,Jarrod Bunch,34074895,9000000,6.7
Election,1999,Alexander Payne,Matthew Broderick,Chris Klein,Molly Hagan,14879556,8000000,7.3
Limbo,1999,John Sayles,Mary Elizabeth Mastrantonio,Casey Siemaszko,Vanessa Martinez,1997807,8000000,7.1
Drive Me Crazy,1999,John Schultz,Stephen Collins,Mark Webber,Keri Lynn Pratt,17843379,8000000,5.7
Held Up,1999,Steve Rash,Barry Corbin,Nia Long,Jake Busey,4692814,8000000,5.1
The Omega Code,1999,Robert Marcarelli,George Coe,William Hootkins,Ayla Kell,12610552,7500000,3.5
In Too Deep,1999,Michael Rymer,LL Cool J,Omar Epps,Nia Long,14003141,7000000,6.1
Outside Providence,1999,Michael Corrente,Jonathan Brandis,George Wendt,Shawn Hatosy,7292175,7000000,6.4
A Dog of Flanders,1999,Kevin Brodie,Bruce McGill,Cheryl Ladd,Jack Warden,2148212,7000000,6.3
Go,1999,Doug Liman,Sarah Polley,Jay Mohr,Scott Wolf,16842303,6500000,7.3
Bats,1999,Louis Morneau,Leon,Bob Gunton,Ned Bellamy,10149779,6500000,3.6
The Wood,1999,Rick Famuyiwa,Omar Epps,Tamala Jones,Richard T. Jones,25047631,6000000,6.9
200 Cigarettes,1999,Risa Bramon Garcia,Janeane Garofalo,Dave Chappelle,Gaby Hoffmann,6851636,6000000,5.9
The Virgin Suicides,1999,Sofia Coppola,Kirsten Dunst,Kathleen Turner,Scott Glenn,4859475,6000000,7.2
Doug's 1st Movie,1999,Maurice Joyce,Frank Welker,Constance Shulman,Alice Playten,19421271,5000000,5
Love Stinks,1999,Jeff Franklin,Ivana Milicevic,Tyra Banks,Bridgette Wilson-Sampras,2800000,4000000,5.8
The Loss of Sexual Innocence,1999,Mike Figgis,Kelly Macdonald,Saffron Burrows,Julian Sands,399793,4000000,5.4
Dreaming of Joseph Lees,1999,Eric Styles,Samantha Morton,Rupert Graves,Miriam Margolyes,7680,2000000,6.4
Trippin',1999,David Raynr,Donald Faison,Deon Richmond,Countess Vaughn,9016377,,5.2
Jawbreaker,1999,Darren Stein,Julie Benz,Judy Greer,Jeff Conaway,3071947,3500000,5.4
Just Looking,1999,Jason Alexander,Gretchen Mol,Patti LuPone,Peter Onorati,39852,3000000,6.7
Jesus' Son,1999,Alison Maclean,Billy Crudup,Samantha Morton,Mark Webber,1282084,2500000,7
Boys Don't Cry,1999,Kimberly Peirce,Alicia Goranson,Brendan Sexton III,Jeannetta Arnette,11533945,2000000,7.6
Happy Texas,1999,Mark Illsley,Ally Walker,Illeana Douglas,Jeremy Northam,1943649,1700000,6.3
Foolish,1999,Dave Meyers,Eddie Griffin,Clifton Powell,Marla Gibbs,6026908,2000000,4.3
The Basket,1999,Rich Cowan,Eric Dane,Karen Allen,Peter Coyote,609042,1300000,6.5
But I'm a Cheerleader,1999,Jamie Babbit,Natasha Lyonne,Clea DuVall,Eddie Cibrian,2199853,1200000,6.6
Speedway Junky,1999,Nickolas Perry,Patrick Renna,Patsy Kensit,Adrienne Frantz,,1000000,5.2
The Blair Witch Project,1999,Daniel Myrick,Heather Donahue,Joshua Leonard,Michael C. Williams,140530114,60000,6.4
Beyond the Mat,1999,Barry W. Blaustein,Terry Funk,Vince McMahon,Mick Foley,2047570,500000,7.6
Twin Falls Idaho,1999,Michael Polish,Sasha Alexander,William Katt,Jon Gries,985341,500000,7.3
Tumbleweeds,1999,Gavin O'Connor,Kimberly J. Brown,Janet McTeer,Lois Smith,1281176,312000,6.7
The Woman Chaser,1999,Robinson Devor,Marilyn Rising,Eugene Roche,Max Kerstein,110720,1200000,7.3
Smiling Fish & Goat on Fire,1999,Kevin Jordan,Derick Martini,Christa Miller,Ion Overman,277233,40000,7.6
Dinosaur,2000,Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,137748063,127500000,6.5
How the Grinch Stole Christmas,2000,Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,260031035,123000000,6
Mission: Impossible II,2000,John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,215397307,125000000,6.1
The Perfect Storm,2000,Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,182618434,140000000,6.4
The Patriot,2000,Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,113330342,110000000,7.1
Gone in Sixty Seconds,2000,Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,101643008,90000000,6.5
Gladiator,2000,Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed,187670866,103000000,8.5
The Emperor's New Groove,2000,Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler,89296573,100000000,7.3
The Road to El Dorado,2000,Bibo Bergeron,Frank Welker,Rosie Perez,Elton John,50802661,95000000,6.9
What Lies Beneath,2000,Robert Zemeckis,Harrison Ford,Amber Valletta,Miranda Otto,155370362,100000000,6.6
Charlie's Angels,2000,McG,Bill Murray,LL Cool J,Kelly Lynch,125305545,92000000,5.5
Hollow Man,2000,Paul Verhoeven,Greg Grunberg,Kim Dickens,Joey Slotnick,73209340,95000000,5.7
Mission to Mars,2000,Brian De Palma,Don Cheadle,Connie Nielsen,Kim Delaney,60874615,90000000,5.6
Cast Away,2000,Robert Zemeckis,Tom Hanks,Paul Sanchez,Nick Searcy,233630478,90000000,7.7
102 Dalmatians,2000,Kevin Lima,Ioan Gruffudd,Eric Idle,Jim Carter,66941559,85000000,4.8
Nutty Professor II: The Klumps,2000,Peter Segal,Larry Miller,Janet Jackson,Chris Elliott,123307945,65000000,4.3
The 6th Day,2000,Roger Spottiswoode,Robert Duvall,Michael Rapaport,Tony Goldwyn,34543701,82000000,5.9
Little Nicky,2000,Steven Brill,Adam Sandler,Jon Lovitz,Michael McKean,39442871,80000000,5.3
Thirteen Days,2000,Roger Donaldson,Bruce Greenwood,Jon Foster,Bruce Thomas,34566746,80000000,7.3
Battlefield Earth,2000,Roger Christian,Richard Tyson,Michael Byrne,John Topor,21471685,44000000,2.4
Red Planet,2000,Antony Hoffman,Bob Neill,Val Kilmer,Tom Sizemore,17473245,70000000,5.7
The Adventures of Rocky & Bullwinkle,2000,Des McAnuff,Robert De Niro,Janeane Garofalo,Jonathan Winters,26000610,76000000,4.1
X-Men,2000,Bryan Singer,Hugh Jackman,Tyler Mane,Bruce Davison,157299717,75000000,7.4
Vertical Limit,2000,Martin Campbell,Nicholas Lea,Scott Glenn,Ben Mendelsohn,68473360,75000000,5.9
Titan A.E.,2000,Don Bluth,Matt Damon,Janeane Garofalo,Nathan Lane,22751979,75000000,6.6
Unbreakable,2000,M. Night Shyamalan,Robin Wright,Bruce Willis,Michael Kelly,94999143,75000000,7.2
What Women Want,2000,Nancy Meyers,Judy Greer,Lisa Edelstein,Loretta Devine,182805123,70000000,6.4
Space Cowboys,2000,Clint Eastwood,Clint Eastwood,Courtney B. Vance,William Devane,90454043,65000000,6.4
The Kid,2000,Jon Turteltaub,Bruce Willis,Lily Tomlin,Daniel von Bargen,69688384,60000000,6.1
Proof of Life,2000,Taylor Hackford,Pamela Reed,Alun Armstrong,Michael Kitchen,32598931,65000000,6.2
The Family Man,2000,Brett Ratner,Nicolas Cage,Don Cheadle,Amber Valletta,75764085,60000000,6.7
The Legend of Bagger Vance,2000,Robert Redford,Matt Damon,Will Smith,Charlize Theron,30695227,60000000,6.7
Almost Famous,2000,Cameron Crowe,Philip Seymour Hoffman,Zooey Deschanel,Michael Angarano,32522352,60000000,7.9
Supernova,2000,Walter Hill,Robert Forster,Wilson Cruz,Vanessa Marshall,14218868,65000000,4.8
The Flintstones in Viva Rock Vegas,2000,Brian Levant,Taylor Negron,Mark Addy,Danny Woodburn,35231365,60000000,3.6
Meet the Parents,2000,Jay Roach,Robert De Niro,Blythe Danner,Teri Polo,166225040,55000000,7
Shanghai Noon,2000,Tom Dey,Xander Berkeley,Jason Connery,Kate Luyben,56932305,55000000,6.6
Me Myself & Irene,2000,Bobby Farrelly,Robert Forster,Tony Cox,Rob Moran,90567722,51000000,6.5
Erin Brockovich,2000,Steven Soderbergh,Julia Roberts,Albert Finney,Conchata Ferrell,125548685,52000000,7.3
The Replacements,2000,Howard Deutch,Keanu Reeves,Jon Favreau,Faizon Love,44737059,50000000,6.5
The Beach,2000,Danny Boyle,Leonardo DiCaprio,Virginie Ledoyen,Peter Youngblood Hills,39778599,50000000,6.6
What Planet Are You From?,2000,Mike Nichols,Judy Greer,Linda Fiorentino,Garry Shandling,6291602,50000000,5.6
Traffic,2000,Steven Soderbergh,Michael O'Neill,Jacob Vargas,James Lew,124107476,48000000,7.6
Bedazzled,2000,Harold Ramis,Brendan Fraser,Frances O'Connor,Brian Doyle-Murray,37879996,48000000,6
Miss Congeniality,2000,Donald Petrie,Candice Bergen,Wendy Raquel Robinson,Heather Burns,106807667,45000000,6.2
Coyote Ugly,2000,David McNally,Adam Garcia,Tyra Banks,Izabella Miko,60786269,45000000,5.6
All the Pretty Horses,2000,Billy Bob Thornton,Matt Damon,Henry Thomas,Sam Shepard,15527125,57000000,5.8
Finding Forrester,2000,Gus Van Sant,F. Murray Abraham,Rob Brown,Michael Nouri,51768623,43000000,7.3
28 Days,2000,Betty Thomas,Steve Buscemi,Viggo Mortensen,Elizabeth Perkins,37035515,43000000,6
Scream 3,2000,Wes Craven,Kelly Rutherford,Roger Jackson,Nancy O'Dell,89138076,40000000,5.5
Autumn in New York,2000,Joan Chen,J.K. Simmons,Sam Trammell,Elaine Stritch,37752931,40000000,5.5
Pay It Forward,2000,Mimi Leder,Kevin Spacey,Haley Joel Osment,Angie Dickinson,33508922,40000000,7.2
The Art of War,2000,Christian Duguay,Michael Biehn,Cary-Hiroyuki Tagawa,Anne Archer,30199105,40000000,5.7
Bless the Child,2000,Chuck Russell,Rufus Sewell,Jimmy Smits,Angela Bettis,29374178,40000000,5.1
Get Carter,2000,Stephen Kay,Sylvester Stallone,Miranda Richardson,Lauren Lee Smith,14967182,40000000,5.1
Reindeer Games,2000,John Frankenheimer,Charlize Theron,James Frain,Clarence Williams III,23360779,34000000,5.7
Isn't She Great,2000,Andrew Bergman,Stockard Channing,Nathan Lane,John Larroquette,2954405,36000000,5.3
The Cell,2000,Tarsem Singh,Dylan Baker,Jake Weber,James Gammon,61280963,33000000,6.3
Wonder Boys,2000,Curtis Hanson,Robert Downey Jr.,Rip Torn,Richard Thomas,19389454,55000000,7.4
I Dreamed of Africa,2000,Hugh Hudson,Liam Aiken,Eva Marie Saint,Vincent Perez,6543194,34000000,5.6
Big Momma's House,2000,Raja Gosnell,Nia Long,Cedric the Entertainer,Tichina Arnold,117559438,30000000,5.1
The Watcher,2000,Joe Charbanic,Keanu Reeves,Joseph Sikora,Chris Ellis,28927720,33000000,5.3
Men of Honor,2000,George Tillman Jr.,Robert De Niro,Charlize Theron,Michael Rapaport,48814909,32000000,7.2
Frequency,2000,Gregory Hoblit,Dennis Quaid,Andre Braugher,Noah Emmerich,44983704,31000000,7.3
Remember the Titans,2000,Boaz Yakin,Ryan Gosling,Denzel Washington,Ethan Suplee,115648585,30000000,7.8
Keeping the Faith,2000,Edward Norton,Lisa Edelstein,Milos Forman,Anne Bancroft,37036404,30000000,6.4
Dracula 2000,2000,Patrick Lussier,Gerard Butler,Danny Masterson,Jeri Ryan,33000377,28000000,4.9
Lost Souls,2000,Janusz Kaminski,Philip Baker Hall,Bob Clendenin,Ben Chaplin,16779636,28000000,4.8
Romeo Must Die,2000,Andrzej Bartkowiak,Jet Li,Delroy Lindo,Aaliyah,55973336,25000000,6.1
The Next Best Thing,2000,John Schlesinger,Mark Valley,Rupert Everett,Illeana Douglas,14983572,25000000,4.7
The Whole Nine Yards,2000,Jonathan Lynn,Bruce Willis,Matthew Perry,Natasha Henstridge,57262492,24000000,6.7
Return to Me,2000,Bonnie Hunt,Minnie Driver,Jim Belushi,Bonnie Hunt,32662299,24000000,6.9
Ready to Rumble,2000,Brian Robbins,Oliver Platt,Ellen Albertini Dow,Martin Landau,12372410,24000000,5.3
Final Destination,2000,James Wong,Daniel Roebuck,Brendan Fehr,Kerr Smith,53302314,23000000,6.7
Pitch Black,2000,David Twohy,Vin Diesel,Radha Mitchell,Cole Hauser,39235088,23000000,7.1
The Crew,2000,Michael Dinner,Seymour Cassel,Dan Hedaya,Lainie Kazan,13019253,23000000,5.6
The Tigger Movie,2000,Jun Falkenstein,Kath Soucie,John Fiedler,Ken Sansom,45542421,30000000,6.3
Loser,2000,Amy Heckerling,Andy Dick,Robert Miano,Zak Orth,15464026,20000000,5.3
The Yards,2000,James Gray,Charlize Theron,Ellen Burstyn,Faye Dunaway,882710,24000000,6.4
Small Time Crooks,2000,Woody Allen,Woody Allen,Jon Lovitz,Michael Rapaport,17071230,18000000,6.7
Center Stage,2000,Nicholas Hytner,Amanda Schull,Susan May Pratt,Ethan Stiefel,17174870,18000000,6.7
Road Trip,2000,Todd Phillips,Ethan Suplee,Rachel Blanchard,Paulo Costanzo,68525609,15600000,6.5
Boys and Girls,2000,Robert Iscove,Alyson Hannigan,Amanda Detmer,Tsianina Joelson,20627372,16000000,5.3
Drowning Mona,2000,Nick Gomez,Will Ferrell,Jamie Lee Curtis,Tracey Walter,15427192,16000000,5.6
Duets,2000,Bruce Paltrow,Lochlyn Munro,Marian Seldes,Huey Lewis,4734235,15000000,6
The Skulls,2000,Rob Cohen,Paul Walker,Leslie Bibb,William Petersen,35007180,15000000,5.6
Where the Heart Is,2000,Matt Williams,Natalie Portman,James Frain,Stockard Channing,33771174,15000000,6.8
Love & Basketball,2000,Gina Prince-Bythewood,Alfre Woodard,Sanaa Lathan,Omar Epps,27441122,15000000,7.2
Book of Shadows: Blair Witch 2,2000,Joe Berlinger,Kim Director,Erica Leerhsen,Kurt Loder,26421314,15000000,4
Urban Legends: Final Cut,2000,John Ottman,Loretta Devine,Joey Lawrence,Jacinda Barrett,21468807,14000000,4.1
Highlander: Endgame,2000,Douglas Aarniokoski,Christopher Lambert,Adrian Paul,Adam Copeland,12801190,15000000,4.6
Here on Earth,2000,Mark Piznarski,Bruce Greenwood,Chris Klein,Elaine Hendrix,10494147,15000000,5.1
Whatever It Takes,2000,David Raynr,James Franco,Jodi Lyn O'Keefe,Marla Sokoloff,8735529,15000000,5.5
The In Crowd,2000,Mary Lambert,Matthew Settle,Susan Ward,A.J. Buckley,5217498,15000000,4.6
Gossip,2000,Davis Guggenheim,Norman Reedus,Sharon Lawrence,Noam Jenkins,5108820,24000000,5.9
Dude Where's My Car?,2000,Danny Leiner,Jennifer Garner,Mary Lynn Rajskub,Marla Sokoloff,46729374,13000000,5.5
Snow Day,2000,Chris Koch,Chris Elliott,Mark Webber,Jean Smart,60008303,13000000,4.9
Screwed,2000,Scott Alexander,Sarah Silverman,Dave Chappelle,Sherman Hemsley,6982680,10000000,5.7
Brother,2000,Takeshi Kitano,Omar Epps,Tatyana Ali,James Shigeta,447750,10000000,7.2
The Ladies Man,2000,Reginald Hudlin,Will Ferrell,John Witherspoon,Tim Meadows,13592872,11000000,5.1
Bring It On,2000,Peyton Reed,Kirsten Dunst,Lindsay Sloane,Clare Kramer,68353550,10000000,5.9
Bamboozled,2000,Spike Lee,Gillian White,Michael Rapaport,Jada Pinkett Smith,2185266,10000000,6.5
Gun Shy,2000,Eric Blakeney,Liam Neeson,Oliver Platt,Mitch Pileggi,1631839,10000000,5.7
Next Friday,2000,Steve Carr,John Witherspoon,Mike Epps,Rolando Molina,57176582,9500000,6.1
Down to You,2000,Kris Isacsson,Rosario Dawson,Lauren German,Shawn Hatosy,20035310,9000000,4.9
The Contender,2000,Rod Lurie,Jeff Bridges,Gary Oldman,William Petersen,17804273,20000000,7
Boiler Room,2000,Ben Younger,Vin Diesel,Nia Long,Herbert Russell,16938179,8000000,7
The Way of the Gun,2000,Christopher McQuarrie,Kristin Lehman,Nicky Katt,Dylan Kussman,6047856,8500000,6.7
American Psycho,2000,Mary Harron,Christian Bale,Justin Theroux,Samantha Mathis,15047419,7000000,7.6
Woman on Top,2000,Fina Torres,Harold Perrineau,John de Lancie,Mark Feuerstein,5018450,8000000,5.3
My Dog Skip,2000,Jay Russell,Clint Howard,Frankie Muniz,Cody Linley,34099640,5000000,7
Michael Jordan to the Max,2000,Don Kempf,Bill Murray,Michael Jordan,Bob Costas,18642318,,7.5
Best in Show,2000,Christopher Guest,John Michael Higgins,Catherine O'Hara,Michael McKean,18621249,6000000,7.5
Pollock,2000,Ed Harris,John Heard,Bud Cort,Amy Madigan,8596914,6000000,7
Memento,2000,Christopher Nolan,Callum Rennie,Thomas Lennon,Jorja Fox,25530884,9000000,8.5
Digimon: The Movie,2000,Mamoru Hosoda,Lara Jill Miller,Colleen O'Shaughnessey,Mona Marshall,9628751,5000000,5.9
Requiem for a Dream,2000,Darren Aronofsky,Ellen Burstyn,Mark Margolis,Louise Lasser,3609278,4500000,8.4
3 Strikes,2000,DJ Pooh,Mo'Nique,Mike Epps,Faizon Love,9821335,6000000,4
An Everlasting Piece,2000,Barry Levinson,Anna Friel,Brian F. O'Byrne,Pauline McLynn,75078,14000000,6.3
The Original Kings of Comedy,2000,Spike Lee,Bernie Mac,Cedric the Entertainer,Steve Harvey,38168022,3000000,6.6
Whipped,2000,Peter M. Cohen,Callie Thorne,Brian Van Holt,David Heyman,4142507,3000000,4.4
Dinner Rush,2000,Bob Giraldi,Danny Aiello,Manny Perez,Ajay Naidu,110000,,7.3
Songcatcher,2000,Maggie Greenwald,Aidan Quinn,David Patrick Kelly,Jane Adams,3050934,1800000,7.3
You Can Count on Me,2000,Kenneth Lonergan,Matthew Broderick,Rory Culkin,Gaby Hoffmann,9180275,1200000,7.7
The Broken Hearts Club: A Romantic Comedy,2000,Greg Berlanti,Justin Theroux,Nia Long,Mary McCormack,1744858,1000000,7
Luminarias,2000,Jose Luis Valenzuela,Cheech Marin,Lupe Ontiveros,Robert Beltran,428535,1000000,3.6
Lisa Picard Is Famous,2000,Griffin Dunne,Mira Sorvino,Fisher Stevens,Melissa Gilbert,112521,,5.7
The Specials,2000,Craig Mazin,Judy Greer,James Gunn,Jamie Kennedy,12996,1000000,6
The Young Unknowns,2000,Catherine Jelski,Leslie Bibb,Eion Bailey,Arly Jover,58163,,4.2
Mercy Streets,2000,Jon Gunn,Stacy Keach,David A.R. White,Cynthia Watros,171988,600000,5.6
Groove,2000,Greg Harrison,Rachel True,Ari Gold,Denny Kirkwood,1114943,500000,6.5
Everything Put Together,2000,Marc Forster,Radha Mitchell,Alan Ruck,Megan Mullally,,100000,6.6
Chuck & Buck,2000,Miguel Arteta,Lupe Ontiveros,Mike White,Chris Weitz,1050600,250000,6.6
Urbania,2000,Jon Shear,Dan Futterman,Josh Hamilton,Matt Keeslar,1027119,225000,7
Tadpole,2000,Gary Winick,Bebe Neuwirth,Aaron Stanford,Ron Rifkin,2882062,150000,6.3
George Washington,2000,David Gordon Green,Paul Schneider,Eddie Rouse,Damian Jewan Lee,241816,42000,7.5
The Fast and the Furious,2001,Rob Cohen,Paul Walker,Vin Diesel,Jordana Brewster,144512310,38000000,6.7
Pearl Harbor,2001,Michael Bay,Jennifer Garner,Jaime King,Mako,198539855,140000000,6.1
Final Fantasy: The Spirits Within,2001,Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,32131830,137000000,6.4
Monsters Inc.,2001,Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,289907418,115000000,8.1
Ali,2001,Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton,58183966,107000000,6.8
Planet of the Apes,2001,Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,180011740,100000000,5.7
The Mummy Returns,2001,Stephen Sommers,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,202007640,98000000,6.3
Black Hawk Down,2001,Ridley Scott,Ioan Gruffudd,Sam Shepard,Ewen Bremner,108638745,92000000,7.7
Lara Croft: Tomb Raider,2001,Simon West,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,131144183,115000000,5.7
Jurassic Park III,2001,Joe Johnston,Michael Jeter,Trevor Morgan,Alessandro Nivola,181166115,93000000,5.9
Rush Hour 2,2001,Brett Ratner,Mei Melanacon,John Lone,Harris Yulin,226138454,90000000,6.6
Atlantis: The Lost Empire,2001,Gary Trousdale,Leonard Nimoy,Jim Varney,Cree Summer,84037039,120000000,6.8
A.I. Artificial Intelligence,2001,Steven Spielberg,Haley Joel Osment,William Hurt,Kevin Sussman,78616689,100000000,7.1
Ocean's Eleven,2001,Steven Soderbergh,Brad Pitt,Bernie Mac,Elliott Gould,183405771,85000000,7.8
Enemy at the Gates,2001,Jean-Jacques Annaud,Bob Hoskins,Gabriel Thomson,Clemens Schick,51396781,68000000,7.6
Swordfish,2001,Dominic Sena,Hugh Jackman,Don Cheadle,Sam Shepard,69772969,80000000,6.5
A Beautiful Mind,2001,Ron Howard,Adam Goldberg,Austin Pendleton,Judd Hirsch,170708996,58000000,8.2
Bandits,2001,Barry Levinson,Bruce Willis,Brian F. O'Byrne,Azura Skye,41523271,80000000,6.6
Monkeybone,2001,Henry Selick,Brendan Fraser,Bridget Fonda,Megan Mullally,5409517,75000000,4.7
Dr. Dolittle 2,2001,Steve Carr,Raven-Symonac,Jeffrey Jones,Kevin Pollak,112950721,72000000,4.6
The Majestic,2001,Frank Darabont,Martin Landau,Hal Holbrook,Jeffrey DeMunn,27796042,72000000,6.9
Driven,2001,Renny Harlin,Sylvester Stallone,Estella Warren,Cristian de la Fuente,32616869,72000000,4.5
Vanilla Sky,2001,Cameron Crowe,Tom Cruise,Ivana Milicevic,Noah Taylor,100614858,68000000,6.9
Osmosis Jones,2001,Bobby Farrelly,Ron Howard,Brandy Norwood,David Hyde Pierce,13596911,70000000,6.2
The Score,2001,Frank Oz,Robert De Niro,Marlon Brando,Gary Farmer,71069884,68000000,6.8
3000 Miles to Graceland,2001,Demian Lichtenstein,Jon Lovitz,Bokeem Woodbine,Ice-T,15738632,42000000,5.9
Cats & Dogs,2001,Lawrence Guterman,Carol Ann Susi,Elizabeth Perkins,Miriam Margolyes,93375151,60000000,5.2
The Last Castle,2001,Rod Lurie,Clifton Collins Jr.,Delroy Lindo,Michael Irby,18208078,60000000,6.9
Moulin Rouge!,2001,Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh,57386369,52500000,7.6
Domestic Disturbance,2001,Harold Becker,Steve Buscemi,Teri Polo,Matt O'Leary,45207112,53000000,5.5
Shrek,2001,Andrew Adamson,Kathleen Freeman,Chris Miller,Bobby Block,267652016,60000000,7.9
Don't Say a Word,2001,Gary Fleder,Oliver Platt,Jennifer Esposito,Conrad Goode,54997476,50000000,6.3
The One,2001,James Wong,Jason Statham,Jet Li,Delroy Lindo,43905746,49000000,5.9
K-PAX,2001,Iain Softley,Kevin Spacey,Jeff Bridges,Alfre Woodard,50173190,48000000,7.4
Kate & Leopold,2001,James Mangold,Hugh Jackman,Natasha Lyonne,Bradley Whitford,47095453,48000000,6.4
Riding in Cars with Boys,2001,Penny Marshall,Rosie Perez,Adam Garcia,Alissa Dean,29781453,48000000,6.4
America's Sweethearts,2001,Joe Roth,Julia Roberts,Rainn Wilson,Larry King,93607673,48000000,5.7
Training Day,2001,Antoine Fuqua,Denzel Washington,Snoop Dogg,Tom Berenger,76261036,45000000,7.7
Scary Movie 2,2001,Keenen Ivory Wayans,Natasha Lyonne,Veronica Cartwright,Andy Richter,71277420,45000000,5.2
From Hell,2001,Albert Hughes,Johnny Depp,Jason Flemyng,Ian Richardson,31598308,35000000,6.8
The Pledge,2001,Sean Penn,Costas Mandylor,Adrien Dorval,Nels Lennarson,19719930,45000000,6.8
15 Minutes,2001,John Herzfeld,Robert De Niro,Charlize Theron,Kelsey Grammer,24375436,42000000,6.1
A Knight's Tale,2001,Brian Helgeland,Heath Ledger,Rufus Sewell,Bacracnice Bejo,56083966,65000000,6.9
Shallow Hal,2001,Bobby Farrelly,Jason Alexander,Bruce McGill,Susan Ward,70836296,40000000,5.9
The Mexican,2001,Gore Verbinski,J.K. Simmons,Brad Pitt,Julia Roberts,66808615,34000000,6.1
Behind Enemy Lines,2001,John Moore,Joaquim de Almeida,David Keith,Sam Jaeger,59068786,40000000,6.4
Sweet November,2001,Pat O'Connor,Keanu Reeves,Charlize Theron,Frank Langella,25178165,40000000,6.7
Impostor,2001,Gary Fleder,Gary Dourdan,Mekhi Phifer,Tim Guinee,6114237,40000000,6.2
Heartbreakers,2001,David Mirkin,Sarah Silverman,Anne Bancroft,Jeffrey Jones,40334024,35000000,6.2
Angel Eyes,2001,Luis Mandoki,Sonia Braga,Shirley Knight,Kari Matchett,24044532,38000000,5.6
Joe Somebody,2001,John Pasquin,Jim Belushi,Ken Marino,Kelly Lynch,22770864,38000000,5.5
Rock Star,2001,Stephen Herek,Beth Grant,Dagmara Dominczyk,Matthew Glave,16991902,57000000,6.2
Texas Rangers,2001,Steve Miner,Tom Skerritt,Usher Raymond,Leonor Varela,623374,38000000,5.2
Spy Kids,2001,Robert Rodriguez,Alexa PenaVega,Cheech Marin,Daryl Sabara,112692062,35000000,5.4
Black Knight,2001,Gil Junger,Tom Wilkinson,Marsha Thomason,Vincent Regan,33422806,50000000,4.8
The Shipping News,2001,Lasse Hallstrom,Kevin Spacey,Scott Glenn,Jason Behr,11405825,35000000,6.8
American Outlaws,2001,Les Mayfield,Gregory Smith,Ronny Cox,Harris Yulin,13264986,35000000,6
Exit Wounds,2001,Andrzej Bartkowiak,Michael Jai White,Bill Duke,Bruce McGill,51758599,33000000,5.5
Hearts in Atlantis,2001,Scott Hicks,Anthony Hopkins,Mika Boorem,Hope Davis,24185781,31000000,6.9
American Pie 2,2001,J.B. Rogers,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne,145096820,30000000,6.4
The Princess Diaries,2001,Garry Marshall,Anne Hathaway,Hector Elizondo,Heather Matarazzo,108244774,37000000,6.2
Down to Earth,2001,Chris Weitz,Chazz Palminteri,Mark Addy,Wanda Sykes,64172251,30000000,5.4
Blow,2001,Ted Demme,Johnny Depp,Ethan Suplee,Jordi Molla,52937130,30000000,7.6
What's the Worst That Could Happen?,2001,Sam Weisman,Bernie Mac,Larry Miller,Richard Schiff,32095318,45000000,5.5
Antitrust,2001,Peter Howitt,Tyler Labine,Richard Roundtree,Ned Bellamy,10965209,30000000,6.1
Along Came a Spider,2001,Lee Tamahori,Morgan Freeman,Billy Burke,Monica Potter,74058698,60000000,6.3
The Royal Tenenbaums,2001,Wes Anderson,Bill Murray,Anjelica Huston,Seymour Cassel,52353636,21000000,7.6
Serendipity,2001,Peter Chelsom,Lilli Lavine,David Sparrow,Ann Talman,49968653,28000000,6.9
Ghosts of Mars,2001,John Carpenter,Jason Statham,Clea DuVall,Natasha Henstridge,8434601,28000000,4.9
The Curse of the Jade Scorpion,2001,Woody Allen,Woody Allen,Elizabeth Berkley,Peter Gerety,7496522,26000000,6.8
Jimmy Neutron: Boy Genius,2001,John A. Davis,Martin Short,Rob Paulsen,Andrea Martin,80920948,30000000,6
Say It Isn't So,2001,J.B. Rogers,Eddie Cibrian,Chris Klein,Jack Plotnick,5516708,25000000,4.9
Double Take,2001,George Gallo,Daniel Roebuck,Eddie Griffin,Garcelle Beauvais,20218,24000000,5.3
Someone Like You...,2001,Tony Goldwyn,Hugh Jackman,Ellen Barkin,Catherine Dent,27338033,23000000,6.1
Joy Ride,2001,John Dahl,Paul Walker,Jessica Bowman,Dell Yount,21973182,23000000,6.6
The Animal,2001,Luke Greenfield,Louis Lombardi,Michael Papajohn,Colleen Haskell,55762229,22000000,4.8
I Am Sam,2001,Jessie Nelson,Dianne Wiest,Loretta Devine,Richard Schiff,40270895,22000000,7.6
